flow_key,status,total_bytes,received_bytes,completion_percent,first_timestamp_ms,last_timestamp_ms,duration_ms,server_isn_set,buffered_packets,tcp_seqs_count,request_method,request_uri,request_host,request_user_agent,client_addr,client_port,server_addr,server_port,request_timestamp_ms
completed_0,archived,1895,1895,100.00,1763163224146,1763163224151,5,true,0,0,"GET","/gallery.html","10.0.2.5:8080","Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/60.5 Safari/605.1.15","10.0.0.140",47300,"10.0.2.5",8080,1763163224146
completed_1,archived,153,153,100.00,1763163224174,1763163224772,598,true,0,0,"GET","/images/","10.0.2.5:8080","Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/60.5 Safari/605.1.15","10.0.0.140",47300,"10.0.2.5",8080,1763163224174
completed_2,archived,21053875,21053875,100.00,1763163224794,1763163229324,4530,true,0,0,"GET","/images/rotatd_1.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/60.5 Safari/605.1.15","10.0.0.140",47300,"10.0.2.5",8080,1763163224794
completed_3,archived,21970814,21970814,100.00,1763163224803,1763163229692,4889,true,0,0,"GET","/images/rotatd_11.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/60.5 Safari/605.1.15","10.0.0.140",47310,"10.0.2.5",8080,1763163224803
completed_4,archived,22079594,22079594,100.00,1763163224806,1763163229725,4919,true,0,0,"GET","/images/rotatd_12.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/60.5 Safari/605.1.15","10.0.0.140",47324,"10.0.2.5",8080,1763163224806
completed_5,archived,21890236,21890236,100.00,1763163224798,1763163229733,4935,true,0,0,"GET","/images/rotatd_10.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/60.5 Safari/605.1.15","10.0.0.140",47304,"10.0.2.5",8080,1763163224798
completed_6,archived,22151654,22151654,100.00,1763163224813,1763163229740,4927,true,0,0,"GET","/images/rotatd_13.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/60.5 Safari/605.1.15","10.0.0.140",47336,"10.0.2.5",8080,1763163224813
completed_7,archived,22237768,22237768,100.00,1763163224815,1763163229760,4945,true,0,0,"GET","/images/rotatd_14.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/60.5 Safari/605.1.15","10.0.0.140",47338,"10.0.2.5",8080,1763163224815
completed_8,archived,21157130,21157130,100.00,1763163229786,1763163232379,2593,true,0,0,"GET","/images/rotatd_2.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/60.5 Safari/605.1.15","10.0.0.140",47338,"10.0.2.5",8080,1763163229786
completed_9,archived,22313890,22313890,100.00,1763163229354,1763163232458,3104,true,0,0,"GET","/images/rotatd_15.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/60.5 Safari/605.1.15","10.0.0.140",47300,"10.0.2.5",8080,1763163229354
completed_10,archived,22597486,22597486,100.00,1763163229779,1763163232503,2724,true,0,0,"GET","/images/rotatd_19.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/60.5 Safari/605.1.15","10.0.0.140",47304,"10.0.2.5",8080,1763163229779
completed_11,archived,22386230,22386230,100.00,1763163229722,1763163232614,2892,true,0,0,"GET","/images/rotatd_16.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/60.5 Safari/605.1.15","10.0.0.140",47310,"10.0.2.5",8080,1763163229722
completed_12,archived,22528372,22528372,100.00,1763163229766,1763163232623,2857,true,0,0,"GET","/images/rotatd_18.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/60.5 Safari/605.1.15","10.0.0.140",47336,"10.0.2.5",8080,1763163229766
completed_13,archived,22459623,22459623,100.00,1763163229748,1763163232648,2900,true,0,0,"GET","/images/rotatd_17.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/60.5 Safari/605.1.15","10.0.0.140",47324,"10.0.2.5",8080,1763163229748
completed_14,archived,22725558,22725558,100.00,1763163232685,1763163235548,2863,true,0,0,"GET","/images/rotatd_21.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/60.5 Safari/605.1.15","10.0.0.140",47338,"10.0.2.5",8080,1763163232685
completed_15,archived,22663075,22663075,100.00,1763163232646,1763163235617,2971,true,0,0,"GET","/images/rotatd_20.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/60.5 Safari/605.1.15","10.0.0.140",47300,"10.0.2.5",8080,1763163232646
completed_16,archived,22897586,22897586,100.00,1763163232960,1763163235732,2772,true,0,0,"GET","/images/rotatd_24.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/60.5 Safari/605.1.15","10.0.0.140",47304,"10.0.2.5",8080,1763163232960
