flow_key,status,total_bytes,received_bytes,completion_percent,first_timestamp_ms,last_timestamp_ms,duration_ms,server_isn_set,buffered_packets,tcp_seqs_count,request_method,request_uri,request_host,request_user_agent,client_addr,client_port,server_addr,server_port,request_timestamp_ms
completed_0,archived,22079594,22079594,100.00,1763161142441,1763161146896,4455,true,0,0,"GET","/images/rotatd_12.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 OPR/123.0.0.0","10.0.0.140",38058,"10.0.2.5",8080,1763161142441
completed_1,archived,22151654,22151654,100.00,1763161142441,1763161147059,4618,true,0,0,"GET","/images/rotatd_13.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 OPR/123.0.0.0","10.0.0.140",38046,"10.0.2.5",8080,1763161142441
completed_2,archived,21970814,21970814,100.00,1763161142440,1763161147118,4678,true,0,0,"GET","/images/rotatd_11.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 OPR/123.0.0.0","10.0.0.140",38036,"10.0.2.5",8080,1763161142440
completed_3,archived,21890236,21890236,100.00,1763161142421,1763161149905,7484,true,0,0,"GET","/images/rotatd_10.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 OPR/123.0.0.0","10.0.0.140",38020,"10.0.2.5",8080,1763161142421
completed_4,archived,22237768,22237768,100.00,1763161142441,1763161149911,7470,true,0,0,"GET","/images/rotatd_14.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 OPR/123.0.0.0","10.0.0.140",38070,"10.0.2.5",8080,1763161142441
completed_5,archived,21053875,21053875,100.00,1763161142138,1763161149924,7786,true,0,0,"GET","/images/","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 OPR/123.0.0.0","10.0.0.140",38014,"10.0.2.5",8080,1763161142138
completed_6,archived,22386230,22386230,100.00,1763161149947,1763161154191,4244,true,0,0,"GET","/images/rotatd_16.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 OPR/123.0.0.0","10.0.0.140",38058,"10.0.2.5",8080,1763161149947
completed_7,archived,22313890,22313890,100.00,1763161149996,1763161157690,7694,true,0,0,"GET","/images/rotatd_15.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 OPR/123.0.0.0","10.0.0.140",38036,"10.0.2.5",8080,1763161149996
completed_8,archived,22459623,22459623,100.00,1763161150028,1763161157704,7676,true,0,0,"GET","/images/rotatd_17.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 OPR/123.0.0.0","10.0.0.140",38070,"10.0.2.5",8080,1763161150028
completed_9,archived,21157130,21157130,100.00,1763161150067,1763161157705,7638,true,0,0,"GET","/images/rotatd_2.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 OPR/123.0.0.0","10.0.0.140",38014,"10.0.2.5",8080,1763161150067
