flow_key,status,total_bytes,received_bytes,completion_percent,first_timestamp_ms,last_timestamp_ms,duration_ms,server_isn_set,buffered_packets,tcp_seqs_count,request_method,request_uri,request_host,request_user_agent,client_addr,client_port,server_addr,server_port,request_timestamp_ms
completed_0,archived,555,555,100.00,1763161474915,1763161474927,12,true,0,0,"GET","/favicon.ico","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51406,"10.0.2.5",8080,1763161474915
completed_1,archived,21890236,21890236,100.00,1763161474976,1763161476659,1683,true,0,0,"GET","/images/rotatd_10.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51406,"10.0.2.5",8080,1763161474976
completed_2,archived,21970814,21970814,100.00,1763161474987,1763161480157,5170,true,0,0,"GET","/images/rotatd_11.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51416,"10.0.2.5",8080,1763161474987
completed_3,archived,22151654,22151654,100.00,1763161474988,1763161480179,5191,true,0,0,"GET","/images/rotatd_13.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51442,"10.0.2.5",8080,1763161474988
completed_4,archived,21053875,21053875,100.00,1763161474912,1763161480199,5287,true,0,0,"GET","/images/","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51390,"10.0.2.5",8080,1763161474912
completed_5,archived,22237768,22237768,100.00,1763161474989,1763161480203,5214,true,0,0,"GET","/images/rotatd_14.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51448,"10.0.2.5",8080,1763161474989
completed_6,archived,22079594,22079594,100.00,1763161474988,1763161480268,5280,true,0,0,"GET","/images/rotatd_12.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51426,"10.0.2.5",8080,1763161474988
completed_7,archived,22597486,22597486,100.00,1763161480141,1763161485830,5689,true,0,0,"GET","/images/rotatd_19.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51406,"10.0.2.5",8080,1763161480141
completed_8,archived,22663075,22663075,100.00,1763161480187,1763161485920,5733,true,0,0,"GET","/images/rotatd_20.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51442,"10.0.2.5",8080,1763161480187
completed_9,archived,23263054,23263054,100.00,1763161480237,1763161485973,5736,true,0,0,"GET","/images/rotatd_33.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51416,"10.0.2.5",8080,1763161480237
completed_10,archived,22787114,22787114,100.00,1763161480263,1763161485983,5720,true,0,0,"GET","/images/rotatd_22.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51390,"10.0.2.5",8080,1763161480263
completed_11,archived,23087263,23087263,100.00,1763161480288,1763161485997,5709,true,0,0,"GET","/images/rotatd_28.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51426,"10.0.2.5",8080,1763161480288
completed_12,archived,23232860,23232860,100.00,1763161480261,1763161486747,6486,true,0,0,"GET","/images/rotatd_32.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51448,"10.0.2.5",8080,1763161480261
completed_13,archived,21157130,21157130,100.00,1763161485976,1763161500785,14809,true,0,0,"GET","/images/rotatd_2.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51442,"10.0.2.5",8080,1763161485976
completed_14,archived,23167133,23167133,100.00,1763161485920,1763161500902,14982,true,0,0,"GET","/images/rotatd_30.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51406,"10.0.2.5",8080,1763161485920
completed_15,archived,22528372,22528372,100.00,1763161486006,1763161500924,14918,true,0,0,"GET","/images/rotatd_18.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51416,"10.0.2.5",8080,1763161486006
completed_16,archived,23285248,23285248,100.00,1763161485995,1763161500926,14931,true,0,0,"GET","/images/rotatd_34.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51390,"10.0.2.5",8080,1763161485995
completed_17,archived,23203541,23203541,100.00,1763161486028,1763161501058,15030,true,0,0,"GET","/images/rotatd_31.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51426,"10.0.2.5",8080,1763161486028
completed_18,archived,22897586,22897586,100.00,1763161486750,1763161501089,14339,true,0,0,"GET","/images/rotatd_24.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51448,"10.0.2.5",8080,1763161486750
completed_19,archived,23387149,23387149,100.00,1763161500795,1763161510819,10024,true,0,0,"GET","/images/rotatd_39.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51442,"10.0.2.5",8080,1763161500795
completed_20,archived,23352231,23352231,100.00,1763161500908,1763161510842,9934,true,0,0,"GET","/images/rotatd_37.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51406,"10.0.2.5",8080,1763161500908
completed_21,archived,22459623,22459623,100.00,1763161501102,1763161510922,9820,true,0,0,"GET","/images/rotatd_17.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",51448,"10.0.2.5",8080,1763161501102
