flow_key,status,total_bytes,received_bytes,completion_percent,first_timestamp_ms,last_timestamp_ms,duration_ms,server_isn_set,buffered_packets,tcp_seqs_count,request_method,request_uri,request_host,request_user_agent,client_addr,client_port,server_addr,server_port,request_timestamp_ms
completed_0,archived,21053875,21053875,100.00,1763161624206,1763161626018,1812,true,0,0,GET,/images/,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53330,10.0.2.5,8080,1763161624206
completed_1,archived,21890236,21890236,100.00,1763161624275,1763161629822,5547,true,0,0,GET,/images/rotatd_10.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53340,10.0.2.5,8080,1763161624275
completed_2,archived,22079594,22079594,100.00,1763161624276,1763161629856,5580,true,0,0,GET,/images/rotatd_12.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53364,10.0.2.5,8080,1763161624276
completed_3,archived,22237768,22237768,100.00,1763161624277,1763161629892,5615,true,0,0,GET,/images/rotatd_14.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53390,10.0.2.5,8080,1763161624277
completed_4,archived,22151654,22151654,100.00,1763161624277,1763161629906,5629,true,0,0,GET,/images/rotatd_13.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53374,10.0.2.5,8080,1763161624277
completed_5,archived,21970814,21970814,100.00,1763161624276,1763161629910,5634,true,0,0,GET,/images/rotatd_11.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53354,10.0.2.5,8080,1763161624276
completed_6,archived,22897586,22897586,100.00,1763161629921,1763161637637,7716,true,0,0,GET,/images/rotatd_24.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53354,10.0.2.5,8080,1763161629921
completed_7,archived,23126910,23126910,100.00,1763161629837,1763161637720,7883,true,0,0,GET,/images/rotatd_29.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53330,10.0.2.5,8080,1763161629837
completed_8,archived,23044837,23044837,100.00,1763161629852,1763161637822,7970,true,0,0,GET,/images/rotatd_27.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53340,10.0.2.5,8080,1763161629852
completed_9,archived,22663075,22663075,100.00,1763161629900,1763161637827,7927,true,0,0,GET,/images/rotatd_20.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53390,10.0.2.5,8080,1763161629900
completed_10,archived,23285248,23285248,100.00,1763161629864,1763161637833,7969,true,0,0,GET,/images/rotatd_34.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53364,10.0.2.5,8080,1763161629864
completed_11,archived,22787114,22787114,100.00,1763161629919,1763161637879,7960,true,0,0,GET,/images/rotatd_22.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53374,10.0.2.5,8080,1763161629919
completed_12,archived,22528372,22528372,100.00,1763161647853,1763161649371,1518,true,0,0,GET,/images/rotatd_18.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53354,10.0.2.5,8080,1763161647853
completed_13,archived,22725558,22725558,100.00,1763161647839,1763161649534,1695,true,0,0,GET,/images/rotatd_21.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53390,10.0.2.5,8080,1763161647839
completed_14,archived,22313890,22313890,100.00,1763161647881,1763161649553,1672,true,0,0,GET,/images/rotatd_15.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53340,10.0.2.5,8080,1763161647881
completed_15,archived,23203541,23203541,100.00,1763161647842,1763161649558,1716,true,0,0,GET,/images/rotatd_31.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53330,10.0.2.5,8080,1763161647842
completed_16,archived,23232860,23232860,100.00,1763161647844,1763161649610,1766,true,0,0,GET,/images/rotatd_32.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53364,10.0.2.5,8080,1763161647844
completed_17,archived,23370464,23370464,100.00,1763161647897,1763161649696,1799,true,0,0,GET,/images/rotatd_38.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53374,10.0.2.5,8080,1763161647897
completed_18,archived,21157130,21157130,100.00,1763161651812,1763161653333,1521,true,0,0,GET,/images/rotatd_2.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53330,10.0.2.5,8080,1763161651812
completed_19,archived,23387149,23387149,100.00,1763161651789,1763161653367,1578,true,0,0,GET,/images/rotatd_39.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53354,10.0.2.5,8080,1763161651789
completed_20,archived,22597486,22597486,100.00,1763161651817,1763161653564,1747,true,0,0,GET,/images/rotatd_19.jpg,10.0.2.5:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",10.0.0.140,53340,10.0.2.5,8080,1763161651817
