flow_key,status,total_bytes,received_bytes,completion_percent,first_timestamp_ms,last_timestamp_ms,duration_ms,server_isn_set,buffered_packets,tcp_seqs_count,request_method,request_uri,request_host,request_user_agent,client_addr,client_port,server_addr,server_port,request_timestamp_ms
completed_0,archived,21053875,21053875,100.00,1763160203091,1763160207590,4499,true,0,0,"GET","/images/","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",58494,"10.0.2.5",8080,1763160203091
completed_1,archived,22079594,22079594,100.00,1763160203213,1763160207697,4484,true,0,0,"GET","/images/rotatd_12.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",58526,"10.0.2.5",8080,1763160203213
completed_2,archived,21970814,21970814,100.00,1763160203212,1763160207780,4568,true,0,0,"GET","/images/rotatd_11.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",58514,"10.0.2.5",8080,1763160203212
completed_3,archived,22237768,22237768,100.00,1763160203230,1763160207792,4562,true,0,0,"GET","/images/rotatd_14.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",58538,"10.0.2.5",8080,1763160203230
completed_4,archived,22151654,22151654,100.00,1763160203223,1763160209570,6347,true,0,0,"GET","/images/rotatd_13.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",58536,"10.0.2.5",8080,1763160203223
completed_5,archived,21890236,21890236,100.00,1763160203210,1763160209617,6407,true,0,0,"GET","/images/rotatd_10.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",58502,"10.0.2.5",8080,1763160203210
completed_6,archived,21157130,21157130,100.00,1763160209572,1763160212910,3338,true,0,0,"GET","/images/rotatd_2.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",58494,"10.0.2.5",8080,1763160209572
completed_7,archived,22386230,22386230,100.00,1763160209604,1763160216194,6590,true,0,0,"GET","/images/rotatd_16.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",58514,"10.0.2.5",8080,1763160209604
completed_8,archived,23398690,23398690,100.00,1763160209578,1763160216209,6631,true,0,0,"GET","/images/rotatd_40.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",58538,"10.0.2.5",8080,1763160209578
completed_9,archived,23407944,23407944,100.00,1763160209602,1763160216240,6638,true,0,0,"GET","/images/rotatd_41.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",58526,"10.0.2.5",8080,1763160209602
completed_10,archived,23126910,23126910,100.00,1763160209699,1763160216324,6625,true,0,0,"GET","/images/rotatd_29.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",58536,"10.0.2.5",8080,1763160209699
completed_11,archived,23285248,23285248,100.00,1763160209852,1763160216521,6669,true,0,0,"GET","/images/rotatd_34.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",58502,"10.0.2.5",8080,1763160209852
completed_12,archived,22944258,22944258,100.00,1763160216143,1763160227935,11792,true,0,0,"GET","/images/rotatd_25.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",58494,"10.0.2.5",8080,1763160216143
completed_13,archived,22459623,22459623,100.00,1763160216231,1763160228010,11779,true,0,0,"GET","/images/rotatd_17.jpg","10.0.2.5:8080","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","10.0.0.140",58514,"10.0.2.5",8080,1763160216231
